CustomerFirstName|CustomerLastName|StreetAddress|PurchaseID|PurchaseDate|PurchaseAmount
Mikel|Rankling|2901 American Ash Road|143|10/29/2020|20556
Leon|Coales|546 Darwin Park|144|7/24/2020|25351
Glenn|Leport|8 Tomscot Place|145|10/15/2020|27543
Hagen|Maris|7864 Hoepker Crossing|146|10-10-2020|23659
Winthrop|Lantaph|92172 Stoughton Court|147|4/25/2020|26316
Thedric|Firbank|755 Ramsey Terrace|148|5/18/2020|22822
Nevins|Taplin|2378 Corben Hill|149|01-08-2020|25006
Paddy|Scamwell|807 Maywood Place|150|5/17/2020|21309
Franklin|Skouling|65288 Anniversary Street|151|5/20/2020|24297
Martainn|Couch|167 Calypso Terrace|152|2/24/2020|20270
Odell|Wakley|52 Orin Avenue|153|06-08-2020|29551
Nevins|Taplin|2378 Corben Hill|154|6/24/2020|27159
Trev|Stanyer|8 Fairfield Crossing|155|06-08-2020|29494
Vale|Bodega|35 Fisk Alley|156|5/29/2020|20711
Nial|Rentcome|08928 Sunfield Plaza|157|11/16/2019|20396
Sylvan|Espinel|0 Bellgrove Circle|158|02-07-2020|23762
Any|Rowen|466 Delladonna Pass|159|5/18/2020|24721
Leon|Coales|546 Darwin Park|160|07-11-2020|23886
Odell|Wakley|52 Orin Avenue|161|06-11-2020|20527
Wakefield|Seivwright|421 Norway Maple Parkway|162|8/23/2020|26237
Vale|Bodega|35 Fisk Alley|163|12-10-2019|24831
Robert|Stout|6340 Chive Park|164|10-12-2020|23583
Lindy|Hackey|9885 1st Lane|165|3/24/2020|24388
Merrick|Wymer|053 Pankratz Trail|166|2/26/2020|23114
Rube|Moralee|29 Spenser Hill|167|06-01-2020|27299
Gibbie|Purcell|875 Harper Plaza|168|6/16/2020|20083
Winthrop|Lantaph|92172 Stoughton Court|169|3/30/2020|26618
Lindy|Hackey|9885 1st Lane|170|02-02-2020|20821
Rube|Moralee|29 Spenser Hill|171|7/23/2020|24134
Merrick|Wymer|053 Pankratz Trail|172|11-04-2020|24916
Noam|Deelay|9 Browning Court|173|06-02-2020|25852
Franklin|Skouling|65288 Anniversary Street|174|11-01-2020|20748
Glenn|Leport|8 Tomscot Place|175|8/29/2020|25663
Leon|Coales|546 Darwin Park|176|7/31/2020|24463
Mikel|Rankling|2901 American Ash Road|177|09-02-2020|23514
Vale|Bodega|35 Fisk Alley|178|12-08-2019|20972
Mikel|Rankling|2901 American Ash Road|179|07-12-2020|27273
Martainn|Couch|167 Calypso Terrace|180|06-08-2020|29361
Glenn|Leport|8 Tomscot Place|181|9/30/2020|27071
Lindy|Hackey|9885 1st Lane|182|11-02-2020|27136
Had|Maffioletti|19 Dryden Hill|183|12/22/2019|25564
Marius|Warbys|59 Redwing Avenue|184|3/17/2020|29427
Marcos|Perrin|223 Paget Road|185|02-09-2020|26403
Noam|Deelay|9 Browning Court|186|06-09-2020|28677
Hagen|Maris|7864 Hoepker Crossing|187|09-10-2020|29449
Robert|Stout|6340 Chive Park|188|5/28/2020|22615
Timothy|Southon|79507 Scott Court|189|4/21/2020|29175
Sylvan|Espinel|0 Bellgrove Circle|190|11/29/2019|26405
Glenn|Leport|8 Tomscot Place|191|12/14/2019|29852
Noam|Deelay|9 Browning Court|192|5/16/2020|23897
Franklin|Skouling|65288 Anniversary Street|193|11-08-2020|25125
Leon|Coales|546 Darwin Park|194|11-10-2020|29263
Robert|Stout|6340 Chive Park|195|04-04-2020|27396
Wakefield|Seivwright|421 Norway Maple Parkway|196|06-09-2020|25951
Robert|Stout|6340 Chive Park|197|3/28/2020|20610
Nevins|Taplin|2378 Corben Hill|198|07-11-2020|29390
Shelton|Reddings|78147 Hayes Park|199|03-06-2020|20701
Gibbie|Purcell|875 Harper Plaza|200|3/16/2020|22664
Gibbie|Purcell|875 Harper Plaza|201|4/28/2020|26583
Martainn|Couch|167 Calypso Terrace|202|11-04-2020|28024
Sylvan|Espinel|0 Bellgrove Circle|203|6/14/2020|25512
Rube|Moralee|29 Spenser Hill|204|06-06-2020|20446
Paddy|Scamwell|807 Maywood Place|205|03-10-2020|22519
Merrick|Wymer|053 Pankratz Trail|206|10-07-2020|23434
Paddy|Scamwell|807 Maywood Place|207|11-11-2020|26859
Odell|Wakley|52 Orin Avenue|208|08-09-2020|23292
Trev|Stanyer|8 Fairfield Crossing|209|2/15/2020|22175
Wakefield|Seivwright|421 Norway Maple Parkway|210|8/17/2020|28370
Marcos|Perrin|223 Paget Road|211|08-02-2020|21248
Lindy|Hackey|9885 1st Lane|212|08-01-2020|26621
Merrick|Wymer|053 Pankratz Trail|213|01-11-2020|25237
Merrick|Wymer|053 Pankratz Trail|214|06-10-2020|20900
Thedric|Firbank|755 Ramsey Terrace|215|04-01-2020|27630
Rube|Moralee|29 Spenser Hill|216|04-10-2020|21771
Stan|Ivel|1 Maple Place|217|07-06-2020|22202
Sylvan|Espinel|0 Bellgrove Circle|218|11/16/2019|25094
Leon|Coales|546 Darwin Park|219|01-07-2020|20488
Shelton|Reddings|78147 Hayes Park|220|3/16/2020|20970
Stan|Ivel|1 Maple Place|221|3/26/2020|20837
Rube|Moralee|29 Spenser Hill|222|7/18/2020|29741
Shelton|Reddings|78147 Hayes Park|223|5/20/2020|26289
Odell|Wakley|52 Orin Avenue|224|11/20/2019|29391
Had|Maffioletti|19 Dryden Hill|225|6/20/2020|29786
Leon|Coales|546 Darwin Park|226|7/29/2020|29944
Trev|Stanyer|8 Fairfield Crossing|227|06-03-2020|21882
Stan|Ivel|1 Maple Place|228|04-12-2020|25669
Any|Rowen|466 Delladonna Pass|229|7/19/2020|23615
Hagen|Maris|7864 Hoepker Crossing|230|11/24/2019|20457
Marcos|Perrin|223 Paget Road|231|08-07-2020|29880
Timothy|Southon|79507 Scott Court|232|2/16/2020|21709
Winthrop|Lantaph|92172 Stoughton Court|233|1/29/2020|21152
Hagen|Maris|7864 Hoepker Crossing|234|7/20/2020|28624
Odell|Wakley|52 Orin Avenue|235|01-11-2020|22874
Gerrie|Barr|477 Havey Hill|236|9/15/2020|22054
Vale|Bodega|35 Fisk Alley|238|05-07-2020|26425
Vale|Bodega|35 Fisk Alley|239|5/29/2020|27971
Timothy|Southon|79507 Scott Court|240|4/20/2020|26211
Martainn|Couch|167 Calypso Terrace|241|8/19/2020|26955
Martainn|Couch|167 Calypso Terrace|242|5/14/2020|27717
Trev|Stanyer|8 Fairfield Crossing|243|4/30/2020|26512
Lindy|Hackey|9885 1st Lane|244|2/14/2020|25196
Franklin|Skouling|65288 Anniversary Street|245|7/30/2020|24056
Hagen|Maris|7864 Hoepker Crossing|246|3/22/2020|23153
Merrick|Wymer|053 Pankratz Trail|247|8/21/2020|25784
Paddy|Scamwell|807 Maywood Place|248|5/26/2020|22868
Merrick|Wymer|053 Pankratz Trail|249|01-10-2020|24102
Merrick|Wymer|053 Pankratz Trail|251|4/27/2020|21484
Noam|Deelay|9 Browning Court|252|7/17/2020|20439
Martainn|Couch|167 Calypso Terrace|253|05-12-2020|20081
Stan|Ivel|1 Maple Place|254|06-11-2020|24537
Vale|Bodega|35 Fisk Alley|255|6/19/2020|22788
Timothy|Southon|79507 Scott Court|256|6/13/2020|25896
Shelton|Reddings|78147 Hayes Park|257|09-02-2020|23828
Gibbie|Purcell|875 Harper Plaza|258|02-05-2020|23816
Gerrie|Barr|477 Havey Hill|259|3/24/2020|22829
Gerrie|Barr|477 Havey Hill|260|7/20/2020|28188
Marius|Warbys|59 Redwing Avenue|261|02-09-2020|28221
Any|Rowen|466 Delladonna Pass|262|06-08-2020|24237
Paddy|Scamwell|807 Maywood Place|263|10-02-2020|20126
Paddy|Scamwell|807 Maywood Place|264|02-10-2020|27701
Merrick|Wymer|053 Pankratz Trail|265|06-07-2020|27114
Lindy|Hackey|9885 1st Lane|266|7/14/2020|25310
Mikel|Rankling|2901 American Ash Road|267|10/31/2020|20469
Thedric|Firbank|755 Ramsey Terrace|268|6/21/2020|22058
Sylvan|Espinel|0 Bellgrove Circle|269|8/18/2020|28963
Gibbie|Purcell|875 Harper Plaza|270|07-05-2020|25561
Had|Maffioletti|19 Dryden Hill|271|4/17/2020|23714
Hagen|Maris|7864 Hoepker Crossing|272|11/27/2019|27312
Winthrop|Lantaph|92172 Stoughton Court|273|07-06-2020|24388
Rube|Moralee|29 Spenser Hill|274|6/24/2020|23302
Trev|Stanyer|8 Fairfield Crossing|275|3/16/2020|23585
Thedric|Firbank|755 Ramsey Terrace|276|12/15/2019|25087
Vale|Bodega|35 Fisk Alley|277|1/15/2020|27126
Shelton|Reddings|78147 Hayes Park|278|12/22/2019|24971
Gibbie|Purcell|875 Harper Plaza|279|1/26/2020|20644
Martainn|Couch|167 Calypso Terrace|280|1/23/2020|21664
Stan|Ivel|1 Maple Place|282|9/17/2020|26405
Robert|Stout|6340 Chive Park|283|03-04-2020|22469
Vale|Bodega|35 Fisk Alley|284|04-04-2020|21818
Paddy|Scamwell|807 Maywood Place|285|6/20/2020|27660
Thedric|Firbank|755 Ramsey Terrace|286|11-10-2020|22898
Nevins|Taplin|2378 Corben Hill|287|9/14/2020|27398
Vale|Bodega|35 Fisk Alley|288|2/20/2020|20524
Gibbie|Purcell|875 Harper Plaza|289|01-05-2020|25086
Had|Maffioletti|19 Dryden Hill|291|1/28/2020|20873
Timothy|Southon|79507 Scott Court|292|07-04-2020|23898
Leon|Coales|546 Darwin Park|293|5/15/2020|23918
Rube|Moralee|29 Spenser Hill|294|4/17/2020|21608
Trev|Stanyer|8 Fairfield Crossing|295|06-11-2020|21012
Paddy|Scamwell|807 Maywood Place|296|08-04-2020|26062
Sylvan|Espinel|0 Bellgrove Circle|297|02-05-2020|26187
Trev|Stanyer|8 Fairfield Crossing|298|4/19/2020|20788
Nial|Rentcome|08928 Sunfield Plaza|299|6/21/2020|20281
Rube|Moralee|29 Spenser Hill|300|11/16/2019|29947
Stan|Ivel|1 Maple Place|301|10/16/2020|28787
Robert|Stout|6340 Chive Park|302|8/17/2020|21780
Stan|Ivel|1 Maple Place|303|12/17/2019|22063
Martainn|Couch|167 Calypso Terrace|304|2/17/2020|20753
Any|Rowen|466 Delladonna Pass|305|12/20/2019|22026
Merrick|Wymer|053 Pankratz Trail|306|5/30/2020|27356
Nevins|Taplin|2378 Corben Hill|308|07-01-2020|20356
Gibbie|Purcell|875 Harper Plaza|309|8/26/2020|28580
Had|Maffioletti|19 Dryden Hill|310|06-02-2020|22734
Marcos|Perrin|223 Paget Road|311|12/16/2019|21064
Thedric|Firbank|755 Ramsey Terrace|312|05-11-2020|23284
Martainn|Couch|167 Calypso Terrace|313|12-08-2019|23654
Trev|Stanyer|8 Fairfield Crossing|314|11/26/2019|26044
Trev|Stanyer|8 Fairfield Crossing|315|7/19/2020|27686
Sylvan|Espinel|0 Bellgrove Circle|316|3/28/2020|25354
Gerrie|Barr|477 Havey Hill|317|4/29/2020|25567
Vale|Bodega|35 Fisk Alley|318|12/14/2019|26975
Shelton|Reddings|78147 Hayes Park|319|10-06-2020|26921
Had|Maffioletti|19 Dryden Hill|320|7/23/2020|21882
Leon|Coales|546 Darwin Park|321|3/16/2020|22213
Martainn|Couch|167 Calypso Terrace|322|11-10-2020|26759
Gibbie|Purcell|875 Harper Plaza|323|8/13/2020|26478
Had|Maffioletti|19 Dryden Hill|324|12/25/2019|27448
Had|Maffioletti|19 Dryden Hill|325|09-09-2020|21802
Trev|Stanyer|8 Fairfield Crossing|326|01-12-2020|27571
Merrick|Wymer|053 Pankratz Trail|327|11-03-2020|28720
Martainn|Couch|167 Calypso Terrace|328|04-12-2020|29184
Marcos|Perrin|223 Paget Road|329|02-05-2020|22410
Shelton|Reddings|78147 Hayes Park|330|9/17/2020|24654
Hagen|Maris|7864 Hoepker Crossing|331|01-09-2020|28488
Nevins|Taplin|2378 Corben Hill|332|10/30/2020|20857
Rube|Moralee|29 Spenser Hill|333|3/28/2020|26066
Gerrie|Barr|477 Havey Hill|334|02-03-2020|27454
Paddy|Scamwell|807 Maywood Place|335|05-10-2020|23565
Noam|Deelay|9 Browning Court|336|10/28/2020|22166
Leon|Coales|546 Darwin Park|337|08-02-2020|28472
Leon|Coales|546 Darwin Park|338|10/30/2020|21911
Glenn|Leport|8 Tomscot Place|339|05-03-2020|23440
Mikel|Rankling|2901 American Ash Road|340|11-08-2020|24763
Glenn|Leport|8 Tomscot Place|341|11-10-2020|20613
Winthrop|Lantaph|92172 Stoughton Court|342|7/13/2020|20913
Noam|Deelay|9 Browning Court|343|4/16/2020|22237
Paddy|Scamwell|807 Maywood Place|344|4/26/2020|26182
Rube|Moralee|29 Spenser Hill|345|01-11-2020|20471
Had|Maffioletti|19 Dryden Hill|346|12/14/2019|26768
Hagen|Maris|7864 Hoepker Crossing|347|1/18/2020|25284
Martainn|Couch|167 Calypso Terrace|348|8/25/2020|27800
Winthrop|Lantaph|92172 Stoughton Court|349|12/22/2019|21847
Glenn|Leport|8 Tomscot Place|350|1/14/2020|25139
Rube|Moralee|29 Spenser Hill|351|08-07-2020|23962
Had|Maffioletti|19 Dryden Hill|352|06-03-2020|28923
Noam|Deelay|9 Browning Court|353|12/23/2019|23828
Stan|Ivel|1 Maple Place|354|4/29/2020|27679
Had|Maffioletti|19 Dryden Hill|355|12/29/2019|24596
Any|Rowen|466 Delladonna Pass|356|02-10-2020|25356
Odell|Wakley|52 Orin Avenue|357|9/19/2020|22774
Shelton|Reddings|78147 Hayes Park|358|2/17/2020|29936
Mikel|Rankling|2901 American Ash Road|359|11-08-2020|22213
Wakefield|Seivwright|421 Norway Maple Parkway|360|06-08-2020|22827
Marius|Warbys|59 Redwing Avenue|361|02-07-2020|24427
Nial|Rentcome|08928 Sunfield Plaza|362|7/21/2020|21796
Merrick|Wymer|053 Pankratz Trail|363|04-11-2020|27799
Had|Maffioletti|19 Dryden Hill|364|02-10-2020|20932
Stan|Ivel|1 Maple Place|365|3/23/2020|22900
Any|Rowen|466 Delladonna Pass|366|6/14/2020|27251
Gerrie|Barr|477 Havey Hill|367|1/17/2020|28399
Odell|Wakley|52 Orin Avenue|368|3/19/2020|20269
Vale|Bodega|35 Fisk Alley|369|9/16/2020|24144
Nial|Rentcome|08928 Sunfield Plaza|370|7/30/2020|23953
Sylvan|Espinel|0 Bellgrove Circle|371|2/22/2020|20326
Trev|Stanyer|8 Fairfield Crossing|372|10-06-2020|23180
Nevins|Taplin|2378 Corben Hill|373|02-11-2020|27405
Had|Maffioletti|19 Dryden Hill|374|6/28/2020|28501
Nevins|Taplin|2378 Corben Hill|375|4/13/2020|22666
Sylvan|Espinel|0 Bellgrove Circle|376|10/13/2020|27918
Paddy|Scamwell|807 Maywood Place|377|09-03-2020|25229
Thedric|Firbank|755 Ramsey Terrace|378|8/25/2020|29152
Mikel|Rankling|2901 American Ash Road|379|3/26/2020|26207
Franklin|Skouling|65288 Anniversary Street|380|3/24/2020|25769
Marius|Warbys|59 Redwing Avenue|381|12/20/2019|23706
Martainn|Couch|167 Calypso Terrace|382|11/26/2019|22292
Nevins|Taplin|2378 Corben Hill|383|10/17/2020|20449
Glenn|Leport|8 Tomscot Place|384|1/17/2020|21528
Stan|Ivel|1 Maple Place|385|1/30/2020|28423
Gerrie|Barr|477 Havey Hill|386|01-06-2020|29136
Nevins|Taplin|2378 Corben Hill|387|01-08-2020|27454
Trev|Stanyer|8 Fairfield Crossing|388|3/16/2020|23666
Paddy|Scamwell|807 Maywood Place|389|3/20/2020|24256
Noam|Deelay|9 Browning Court|390|11/20/2019|27335
Glenn|Leport|8 Tomscot Place|391|10/16/2020|25582
Gibbie|Purcell|875 Harper Plaza|392|6/13/2020|28062
Lindy|Hackey|9885 1st Lane|394|3/21/2020|24041
Nevins|Taplin|2378 Corben Hill|395|11/22/2019|23199
Wakefield|Seivwright|421 Norway Maple Parkway|396|02-11-2020|24142
Winthrop|Lantaph|92172 Stoughton Court|397|08-06-2020|25711
Martainn|Couch|167 Calypso Terrace|398|8/24/2020|24918
Trev|Stanyer|8 Fairfield Crossing|399|12/15/2019|27573
Lindy|Hackey|9885 1st Lane|400|03-06-2020|27517
Sylvan|Espinel|0 Bellgrove Circle|401|6/29/2020|22255
Vale|Bodega|35 Fisk Alley|402|1/14/2020|28405
Odell|Wakley|52 Orin Avenue|403|10/27/2020|22250
Leon|Coales|546 Darwin Park|404|10/23/2020|23169
Hagen|Maris|7864 Hoepker Crossing|405|05-02-2020|29966
Thedric|Firbank|755 Ramsey Terrace|406|02-05-2020|20706
Robert|Stout|6340 Chive Park|407|05-11-2020|20143
Gerrie|Barr|477 Havey Hill|408|2/18/2020|26367
Marcos|Perrin|223 Paget Road|409|9/24/2020|27046
Wakefield|Seivwright|421 Norway Maple Parkway|410|3/22/2020|21114
Thedric|Firbank|755 Ramsey Terrace|411|7/31/2020|24184
Timothy|Southon|79507 Scott Court|412|09-10-2020|27130
Martainn|Couch|167 Calypso Terrace|413|5/15/2020|27261
Stan|Ivel|1 Maple Place|414|6/26/2020|27040
Merrick|Wymer|053 Pankratz Trail|415|8/21/2020|29910
Had|Maffioletti|19 Dryden Hill|416|9/24/2020|20450
Glenn|Leport|8 Tomscot Place|417|11/24/2019|28450
Hagen|Maris|7864 Hoepker Crossing|418|06-08-2020|28483
Thedric|Firbank|755 Ramsey Terrace|419|07-09-2020|28600
Gibbie|Purcell|875 Harper Plaza|420|09-11-2020|26337
Hagen|Maris|7864 Hoepker Crossing|421|07-04-2020|27430
Glenn|Leport|8 Tomscot Place|422|12-12-2019|24893
Rube|Moralee|29 Spenser Hill|423|8/31/2020|24975
Nial|Rentcome|08928 Sunfield Plaza|424|3/20/2020|21403
Martainn|Couch|167 Calypso Terrace|425|2/15/2020|29640
Stan|Ivel|1 Maple Place|426|03-07-2020|29928
Glenn|Leport|8 Tomscot Place|427|05-10-2020|24492
Robert|Stout|6340 Chive Park|428|1/15/2020|21955
Nevins|Taplin|2378 Corben Hill|430|5/22/2020|21966
Leon|Coales|546 Darwin Park|431|7/15/2020|21082
Shelton|Reddings|78147 Hayes Park|432|06-08-2020|23872
Merrick|Wymer|053 Pankratz Trail|433|3/14/2020|29773
Hagen|Maris|7864 Hoepker Crossing|434|03-12-2020|23791
Franklin|Skouling|65288 Anniversary Street|435|1/19/2020|20509
Mikel|Rankling|2901 American Ash Road|436|8/19/2020|29342
Sylvan|Espinel|0 Bellgrove Circle|437|3/16/2020|24284
Merrick|Wymer|053 Pankratz Trail|438|11/18/2019|21904
Leon|Coales|546 Darwin Park|439|10/31/2020|25439
Odell|Wakley|52 Orin Avenue|440|5/28/2020|25083
